,r_mopac_Alpha_LUMO_Energy,r_mopac_Alpha_SOMO_Energy,r_mopac_Dipole_X,r_mopac_Dipole_Y,r_mopac_Dipole_Z,i_desc_Chirality_count,PBF,PMI1,PMI2,FEBc,grupo
231,-3.97,-9.553,-18.0226288425843,-23.5318879751844,16.5750408419293,2,0.839100695504107,5594.19151958134,12455.6957181589,-5.7,1
232,-4.159,-10.232,-6.00200626731472,-40.3125455895563,-12.362128339932,2,1.3095321624361,6055.13650042014,6996.14608456299,-7.0,1
233,-3.449,-11.52,1.91742264500745,8.04799760116892,-5.625456565677,3,0.80598656826505,5877.0179415123,13709.3247319189,-9.0,0
234,-4.066,-9.474,4.06278111134989,33.5205527092589,-19.3207152797488,3,0.984793956514781,4620.20360938607,8047.69727748477,-9.2,1
236,-3.862,-10.494,-3.55673137861863,27.6321580225387,21.2026292145872,2,0.970574925050156,5282.13384869562,9680.26498754084,-7.6,1
237,-2.739,-11.167,3.02079830484827,10.5805298695051,11.0359645519951,2,1.11299993518961,5007.0423631514,7772.44694096828,-10.0,0
239,-3.971,-9.607,-1.77247234549232,-29.4429884000553,25.9706500946517,1,1.06203046937491,4269.75681808788,19625.8860783661,-6.7,1
240,-2.99,-11.55,4.59888388598752,5.46513109870113,-10.8254906013981,1,1.22174151765792,4607.18830940905,8258.96098499586,-7.7,0
241,-3.908,-9.486,-2.23940657507822,19.7745571625495,-30.1633203105176,1,1.26380305452245,7008.12518006919,15884.3463421888,-11.3,1
242,-2.664,-10.997,2.94617932491634,-5.95386852375749,-10.0242469010947,2,1.1686306072699,5525.47412642256,7079.80718396045,-10.5,0
243,-3.771,-9.146,-5.34632778661068,29.1227190354403,19.0161072630017,0,1.04172364326041,5240.10653174889,7514.77406878981,-10.1,1
244,-4.123,-9.638,6.47090666794465,-33.4525587662759,-27.953701407192,0,0.943633299986007,4823.08855930186,8581.25089564508,-9.6,1
245,-2.403,-10.475,5.83142147102887,-3.70846898043653,7.59327362310103,0,1.00036892649977,4859.14426700595,8242.40894232706,-8.9,0
248,-4.073,-9.805,17.1321848337763,26.0328551186028,-26.9279414469802,3,1.26070283421937,5475.03520710539,7677.8581910679,-8.0,1
249,-3.968,-9.562,-12.1667559902612,29.3832939590115,-22.7949687579266,1,1.01619925519064,4575.85649325503,8701.78805917745,-8.7,1
251,-2.295,-10.671,1.28606480247812,-3.00149603259422,1.95773768373451,2,1.04564623857076,4826.70793000492,7804.21230108473,-10.5,0
253,-2.626,-10.874,-2.99867878349601,7.67414006182411,1.16790832017097,2,0.881390610137669,5346.9828805452,7806.90503214781,-11.1,0
254,-3.921,-9.667,-14.4230323357673,-27.9837470097177,20.7055188128433,2,1.05489130187111,5534.05518763512,7146.93205291596,-10.7,1
256,-3.915,-9.546,-6.78092286575412,28.4391266688751,15.2273340721794,2,0.911426144163247,5452.22160219713,12544.8628910483,-10.3,1
257,-4.006,-9.522,7.58467609871579,29.0016507735916,-19.6497775414134,2,0.926051964861905,4745.19977621174,12135.4976875403,-7.0,1
258,-3.726,-10.707,-14.4534180938233,19.607359278428,-18.666086387758,3,1.05672605532048,6015.23680407744,6293.2374114651,-10.1,0
259,-3.977,-9.663,-12.2174889064837,-31.0104329117647,24.4920559398153,2,1.13828432258803,5030.27116517133,9035.55215894184,-9.1,1
260,-4.053,-9.609,1.00170498374783,38.8021781003243,-16.387354970346,3,0.990709069405381,4961.97640247383,12326.2975595089,-11.5,1
262,-4.056,-9.751,-11.7235791449045,21.0765892187919,-19.0927698563152,0,0.951682183227592,5146.1126868904,8222.18378474999,-9.8,1
264,-3.869,-11.567,-0.703907907372602,-4.12089992632087,-6.37006088985357,1,0.842197257852072,4806.47625366857,9313.05110857351,-6.6,0
265,-4.003,-9.555,-13.9104777861302,30.6328774428314,-10.8975200049635,1,1.08875302239743,5334.76524414939,7036.98569829495,-10.1,1
266,-2.602,-11.101,-5.36299848061533,-0.139998159993109,9.8445165357054,3,0.839691087478252,5782.10036729695,13061.0921491203,-9.1,0
268,-3.856,-10.037,-11.1542544677613,27.9866505008711,-4.30610735242357,1,1.05106139265296,4929.38492524397,8115.43378104046,-8.9,1
269,-2.619,-11.254,1.93628162118639,7.67276773447154,-10.1477718068918,1,1.10015418688595,5014.85941040822,8807.90183088266,-9.7,0
271,-2.557,-10.215,5.28863897174834,-24.3571987957584,-4.34889104282757,1,1.06373813078637,5194.41479491651,7167.16389258315,-6.7,0
272,-3.836,-9.524,16.0814612018461,29.4250910879205,2.29943122527715,1,1.17537938488645,4428.33471912587,9108.4059404461,-9.9,1
274,-4.029,-9.638,-14.4712195623259,23.1607118401305,23.8792340071634,1,1.0364208382206,5548.09539936594,7381.76735095718,-9.8,1
275,-2.701,-11.133,0.252553267751395,-7.92546437400126,-9.2803015064022,2,0.957719124535665,4961.12794377017,11945.9241251033,-10.1,0
276,-4.027,-9.583,-8.93177936495455,-32.2657384667098,21.6087537355336,3,1.00653585533277,5375.70424627338,8040.24263397807,-10.5,1
277,-4.054,-9.796,17.2927497384689,33.4746758729248,12.2065476427693,1,0.944418589203292,5053.26077013832,8524.53611155537,-10.0,1
279,-4.0,-9.535,9.09801739971315,-34.2570830703379,-18.5497597937383,1,1.05818348117152,4320.06917425202,8193.49042418115,-9.9,1
280,-4.029,-9.528,13.3536438546498,29.9227109768426,16.0765537026935,1,0.96936815213312,5130.81024512385,7677.19219464482,-8.3,1
282,-4.076,-9.704,1.63446565522164,-30.2868675073437,30.7804760861256,2,1.07756059656743,5610.75045555773,7275.61783132669,-9.6,1
283,-4.011,-9.98,15.8394363830344,-25.0858459460051,10.0435820343126,1,0.943870923468046,6036.82693064218,7148.41760048771,-8.3,1
284,-4.173,-9.631,7.04612592312402,-38.4085433636828,-18.6090187641923,2,1.02461272954885,5454.67996355027,11571.9532425689,-9.0,1
285,-2.283,-10.586,1.39931630544442,10.0274529263848,-9.1461167064999,2,1.53799058713089,5222.71274851799,8030.79080092873,-9.9,0
286,-2.549,-10.481,-2.72810632171001,8.914163383384,1.06200188438793,0,1.02568709631788,5288.78369300822,7279.48881711514,-10.3,0
287,-3.629,-10.059,-10.5003412190752,18.2121673331027,20.8810706467934,2,1.27906998680344,4829.52700338913,8158.3276700306,-9.8,1
288,-4.022,-9.597,12.0775825038154,31.1866799828025,-18.2740716639135,4,0.826678399819344,5508.00129863184,12530.1758683743,-9.9,1
289,-2.397,-10.015,2.11822800369033,23.0593589747125,-3.18096945049207,0,1.14485913729285,5235.94153585416,8461.21613063626,-9.4,0
291,-4.002,-9.61,11.6153946552303,32.1122138363941,-14.386728003324,2,0.809460854311189,5180.20793181118,11832.6677402088,-9.9,1
292,-3.966,-9.738,9.91504556317866,-26.0314651646913,-20.2173298522605,1,0.886922035389433,5835.22440469112,11464.7666941424,-10.4,1
293,-2.545,-9.989,1.35148818916587,24.0739877102262,0.415705158783901,2,0.88927245941322,5499.10124225085,11559.6867418148,-6.6,0
294,-3.97,-9.545,-8.82892467501745,25.0753878133915,-24.7381752125828,1,0.805657110454644,5720.25707957007,13202.6075240625,-9.4,1
295,-4.022,-9.555,-16.309765410138,-31.7730559771026,-23.359931690609,1,1.09672421866371,4460.45151895137,8004.4434077702,-10.2,1
296,-4.006,-9.642,-17.4787268511846,-29.1087153413665,11.1465212270307,2,0.944022994467398,5844.7037919369,8030.88628014408,-7.4,1
298,-2.699,-11.131,0.16787815138008,8.13225080997496,-10.7459658056988,1,1.05252798734765,5367.18348637253,7525.01549964485,-9.8,0
299,-4.029,-9.316,-12.5208970596628,-30.8095238081909,-16.2797123541243,3,1.11533929051531,3392.97448686248,18297.0107646762,-10.1,1
300,-2.526,-10.592,-10.4846987781133,11.6794039134243,-9.84031945119888,3,1.09049888046798,5171.63849607582,8242.37919517282,-7.8,0
301,-2.797,-11.103,-0.027164186023181,0.87886218494411,9.1442413315921,0,0.97390702650595,4939.0149443739,7426.10036077231,-9.1,0
303,-4.065,-9.275,0.896623970667088,28.2385413049584,29.5626747634698,2,0.914257551931765,4921.7550858775,8383.49035577714,-9.5,1
304,-4.023,-9.37,11.1235328726498,32.3394288130067,-23.378572681002,0,1.23108401066714,5555.32495280927,7163.62698911103,-9.6,1
305,-2.384,-10.197,2.50275558590266,-17.9606488761443,5.41726414597514,1,0.975384951876796,4766.14245304259,8645.75127145123,-6.8,0
306,-3.015,-11.365,4.00680099099044,9.21880702808179,-5.85250497225978,1,0.795253793937644,5290.10743812174,12009.1241996329,-8.4,0
307,-4.001,-9.565,9.60699107360931,-32.9336036966329,-18.6503070381104,0,0.927259391615139,5317.17933598122,7305.74271480351,-10.0,1
308,-3.998,-9.57,-12.1272660037485,28.8259494456001,17.9186410804158,2,0.888103934137336,5516.71509873385,8311.81668195079,-7.2,1
309,-2.649,-10.778,0.555679188421482,0.934259398240506,-6.24179604040571,4,1.5564550857937,4989.17546341045,17922.8416167011,-6.7,0
310,-3.85,-11.7,-2.49424151334459,-0.606985480028243,4.84431227812423,0,0.726263110254517,5445.96446643546,11806.480432223,-10.3,0
311,-3.905,-9.835,9.8489494517442,-19.9085763593118,-22.2334687948218,1,0.863504394476531,5213.33354802952,11153.3490396907,-9.0,1
312,-4.0,-9.477,10.9568538746587,24.7027477517306,-24.0863819746944,1,1.09500143388054,5108.65805114423,7760.59471808283,-7.7,1
313,-3.995,-9.638,0.385647181179175,30.5193369125941,-24.4864885305578,2,0.924462984490421,3857.51303348842,21180.8994244812,-9.4,1
314,-4.158,-9.517,5.21903590948177,-40.4384907285763,-18.4945748118793,1,1.07175426143844,5238.59273527764,7779.34468226834,-7.8,1
315,-4.056,-9.473,8.57252752025937,35.1567241407464,13.784874988316,1,1.18578676937064,4850.35357593984,8025.82502594757,-8.6,1
316,-3.99,-10.019,15.4126171508225,15.6619271226873,27.5299886530592,1,1.15306893503893,4664.89265219472,8022.63542770916,-7.5,1
317,-2.459,-10.673,-1.57394140318922,9.77106540414387,-3.06122521001166,0,1.24037791722158,5768.38837856014,7005.02587930685,-10.7,0
318,-3.987,-9.676,11.7379403834708,-27.7679112097014,24.7607929160544,0,1.05205151680456,5227.75281165582,7653.01386220068,-7.8,1
319,-2.443,-10.013,-3.52910994718229,-23.4599163960014,2.28369567698178,3,0.9842627700834,5360.03648326619,7311.56986316322,-10.6,0
321,-3.867,-9.909,-13.7881642062096,-23.2717575864554,-23.4611704247983,1,1.13174328386219,5014.06972946867,6274.63605234186,-9.0,1
322,-4.038,-9.529,-15.8998501350449,-31.0338281203971,-11.6463515450072,1,1.01806053856086,5220.47789002284,8032.3588445006,-10.9,1
323,-2.338,-10.112,-0.204449550814742,19.3096260747942,-5.96254962167096,1,1.30316744899892,4973.68902257054,8379.56518796809,-8.3,0
324,-2.505,-10.943,-2.68741569258231,-5.84943783225601,-8.89835403168934,1,0.97346277608727,4944.734611977,8787.58617444472,-10.1,0
327,-3.993,-9.56,11.9078463264078,-30.9246594115436,-20.3953171335171,0,1.03108232054485,4731.38276421661,7364.24204185361,-9.0,1
328,-2.537,-10.67,-4.93939476524724,8.85095272488387,13.2879203001026,1,1.05885323243267,4913.63546081335,8095.97988758789,-9.7,0
329,-2.635,-10.778,0.899107132803111,-9.35811870088283,-11.1613115293394,1,1.04790153094715,4868.74174958115,7039.03284209614,-10.4,0
330,-4.132,-9.537,4.78508226749047,-38.5764084559671,-10.6362741183059,2,1.22532452112999,5266.11632733733,7886.19142863196,-10.2,1
331,-2.573,-10.951,1.14888646272276,-3.30872862262677,-13.7162987115005,2,0.865676587275762,4387.68924830664,8678.50717020793,-10.8,0
333,-3.971,-9.586,-13.3102956160515,24.4072985929913,22.9758869023373,2,0.965181318277323,4737.25975418439,8506.40324888389,-11.1,1
334,-2.79,-11.194,1.95541624944403,-7.29369339891324,11.2307234067826,2,1.17695489489714,5289.70649486981,7325.2948353446,-9.0,0
335,-4.039,-9.618,-6.13358101734377,-34.1911947376035,-22.9878690041815,1,0.902902067307229,5435.28135603422,7012.83984056735,-10.1,1
339,-4.059,-9.505,1.11659598512747,37.9778058677453,-12.0194732208245,2,1.21828258468454,5498.35879914858,8257.68384409722,-8.2,1
340,-2.507,-10.774,-3.64652239761086,14.7571097862506,4.38495168270534,2,1.24845478588647,5969.95888025729,7376.16546933626,-9.7,0
341,-2.603,-10.222,0.31611532998743,23.829966572106,-0.767350977792658,3,0.814179521760512,5791.80740470535,12020.4325235636,-11.7,0
342,-4.111,-10.554,-3.72593447991647,1.19751130227304,3.13585230279362,1,1.00045719508968,5342.575695095,7327.08901421946,-11.2,1
344,-2.427,-9.95,-1.02270383454223,-20.3240693074089,6.06122924298642,1,0.898450717203249,5690.63369593234,11967.6142385954,-10.0,0
345,-3.608,-10.007,1.49643876591287,15.7795875123114,25.3990841898127,1,1.04987630426886,5022.40590583489,6895.53828833046,-10.9,1
347,-4.007,-9.402,0.267561345780094,35.1960706560016,20.1125848221214,1,0.953023207786588,4114.15208999096,9412.28550708171,-9.5,1
349,-2.662,-11.111,-2.72623049540102,-5.22914148576294,-8.67536834274049,1,1.18028798746066,5809.41834331743,10056.7912138063,-9.8,0
350,-2.618,-10.846,5.83036289376806,11.3257634842406,-10.9490590085911,2,0.776388083040597,6363.43755685153,11929.7153978699,-8.2,0
351,-2.46,-10.604,8.61517356138645,-0.827143970973634,9.300946122785,1,1.02930401760613,5368.06652580365,8152.20675057442,-10.2,0
352,-4.094,-9.473,-0.657555227016827,39.6910747921095,16.605615257098,1,1.33340654207134,4371.86812471258,9612.85529466138,-10.8,1
353,-3.447,-11.765,2.34127183648426,5.27701141845008,-5.39459792094548,2,0.953807600514222,5875.25179250703,7279.11664868895,-11.1,0
355,-4.054,-9.468,8.21235287013392,-27.6059685663421,28.6934126249946,1,0.801913156807512,5801.11066211555,13497.3649322836,-10.5,1
358,-2.526,-10.96,-7.07281844322483,-9.43405772203477,6.46221947980133,3,0.886736047022157,5144.67445524878,7437.22230323026,-6.3,0
359,-3.957,-9.619,-13.4795835783932,26.9613043181408,20.7583689319062,0,0.951010773876351,5493.14630127082,7146.54501161076,-10.1,1
360,-2.628,-10.947,-1.82325850617939,9.98219325192928,-12.4866217000761,3,1.09785501550197,5559.90807602117,11926.9797803157,-10.6,0
361,-2.654,-11.034,3.84546335386462,2.53534401290912,8.55998538604131,1,0.891627652309847,5728.72461209189,8280.83611155973,-8.6,0
362,-4.074,-9.572,-6.38758962754904,39.1681997140063,11.7948091199715,3,0.916092345531738,5753.40565170358,11328.1442981082,-6.6,1
363,-3.913,-9.621,-5.23980652199702,-29.6866605192628,-21.345441033494,2,1.31563254989444,4704.35495116004,7584.83602490425,-10.6,1
364,-4.13,-9.907,-12.5138984521634,27.7516358698767,18.9972578682481,1,1.20845510462147,5063.22701586509,8917.48347958537,-6.9,1
365,-2.629,-11.403,-9.88972734790616,4.95103319009791,-10.3278503920906,2,1.1567042749996,5723.76284607481,6428.18077604874,-6.4,0
366,-3.979,-9.553,10.7633128844764,27.8621618140389,-24.4802699799638,2,1.2378654165625,4924.66556695298,18261.9763970414,-9.1,1
367,-2.872,-11.173,2.27926856848878,-0.078365503151168,8.12494683962847,1,0.815864642241757,5595.31997264854,12723.2556712347,-8.8,0
368,-2.884,-10.863,1.44587685746049,7.49864971199629,-13.5917077242255,2,0.827021873959414,5434.53739836197,13110.1205414551,-10.1,0
370,-4.011,-9.59,5.34214571731926,32.9598168159433,19.4394116289562,2,0.89095591787193,4572.73287000781,8176.788939293,-4.8,1
371,-2.903,-11.172,3.58729492043748,-1.71024834054095,15.6908785478876,1,0.98991300528209,5397.43531177427,6902.25046624163,-9.8,0
372,-4.068,-9.659,-7.07242553397674,-33.6223322741924,13.6903375472942,2,1.08632900030003,5302.7033931012,11585.2518211438,-11.8,1
373,-2.916,-11.179,3.12329615980711,10.4619821832924,-8.97451810782708,2,0.79539611720942,5757.70264111982,12418.2629049619,-11.7,0
374,-3.824,-10.431,10.1520227673422,30.5529946524588,-14.0618355224486,2,0.828414970572576,5948.09301564068,12482.4377845847,-9.7,1
375,-4.107,-9.53,-0.390851503332898,34.4296381357952,-20.2043250534584,3,1.06216863472978,5227.95845832542,7546.81172801775,-11.1,1
378,-3.192,-11.022,-9.38640819840777,0.44397146267321,15.3269198556315,1,1.19890181703094,5260.77371298419,7864.71136620798,-9.2,0
379,-3.942,-9.591,7.93314382218884,-25.2993262069571,26.5904432462149,1,1.1559927018635,5207.92278446084,7960.79176422965,-9.7,1
380,-3.002,-11.595,-4.59880081798292,-2.5482961233186,9.1847848771616,2,0.985112987343511,4033.073044067,8501.75194650634,-9.4,0
381,-4.005,-9.511,15.7177751906178,-22.9543838200275,-22.9771423736324,0,1.32707039608265,6215.67435383771,7766.81583676925,-7.3,1
382,-2.672,-11.339,-8.88867330937497,6.43130783264244,-13.4992412100639,0,1.02615451689711,3386.22246623015,24515.0144527853,-8.3,0
383,-3.26,-11.491,-0.209472645185442,0.652388613653055,-6.83154120667761,2,1.49907789938982,4962.30060144298,8406.95766723153,-9.0,0
384,-2.402,-10.287,3.143596901379,-22.616076401703,2.55935909213103,1,0.912969712489942,5161.5011529339,7735.8957219177,-8.2,0
385,-2.579,-10.771,1.83971899088551,-2.85517941411633,-7.68477609896387,0,0.993054097181612,5096.44447938787,8032.56939848132,-8.3,0
386,-2.471,-9.991,4.4446989546743,-25.7653123963408,-2.56400784444001,1,1.01946302304487,5296.7495844291,7659.27444296368,-10.0,0
387,-3.893,-10.03,14.6199157572748,21.9159326123546,-14.1914422433375,0,1.12282140329593,4152.87760118969,9273.33436888606,-10.1,1
389,-3.671,-11.963,1.88501972625142,-0.894903100512322,4.74129033262282,2,1.31844499607792,5064.20726032807,8285.73678306994,-9.6,0
390,-3.999,-9.558,18.1758109754559,-23.4639752944227,13.1714641757178,2,0.9334070967945,5010.96886794704,11947.1216277434,-10.2,1
392,-3.967,-9.522,-12.1544310280112,-28.1330719907861,-20.8458363160458,1,0.925206851040178,4323.34112904032,21383.191231166,-7.9,1
393,-2.696,-10.817,-1.88600510835429,-4.87564054155343,14.0623223927399,1,1.27427514238774,4377.09435258644,8820.80215832368,-9.3,0
394,-3.956,-9.557,-4.40951415897452,-32.0905037520154,-21.7868244208561,2,1.16831412204069,3455.37444599161,22919.9564770188,-11.6,1
396,-2.262,-10.687,-3.78599732981342,4.22708015950021,-16.3256494090152,1,1.05118053859642,4467.18147437519,16322.0734176055,-11.5,0
398,-2.834,-11.096,2.57569463706177,8.90261866059833,7.48269845739414,1,1.27697013336694,5152.64845985193,8457.46089369084,-10.7,0
399,-3.006,-11.486,-1.7907567915586,4.05828321142093,-1.12847060926203,1,1.07288343429607,4916.79303471654,7558.37146957042,-9.7,0
400,-4.09,-9.264,-4.52554679483395,33.7399351995611,24.0192084966252,0,0.939907383440273,4986.1053555703,9027.08045609486,-9.1,1
401,-4.081,-9.397,3.75691771511452,25.9666733446829,32.3704763356672,3,0.959535476532584,5868.87905639063,7387.10934152852,-11.6,1
402,-4.019,-9.596,12.3679610222101,32.351905382816,-15.4774672413798,3,0.9371882783389,5691.21990870896,12332.0995878822,-10.0,1
403,-2.365,-10.853,5.20016554975314,-6.78875160749587,-5.56308351602903,1,1.08294260165035,5689.533959146,8010.18180116426,-6.8,0
404,-3.85,-10.146,-18.0177181030932,-23.4408841871977,-24.378759313279,1,0.99575961634883,5484.14080479285,8203.76913390964,-5.6,1
406,-2.396,-10.907,0.841283819166049,-13.635422361916,6.76855137765039,1,1.2737091182848,5039.43028361593,7307.15511114417,-10.9,0
408,-4.076,-9.682,-1.6046764675124,-33.1029262841682,27.9081357349326,2,1.00487712184068,5510.65725842866,6628.98425841566,-9.7,1
410,-2.984,-11.254,-3.38348705142252,6.25046689864163,13.9946011873508,1,0.960959312864262,4832.38911015083,7845.99536867246,-11.1,0
411,-2.301,-9.968,-10.5799805270517,-16.2904731199124,-5.13263503405679,1,0.951993108126572,5423.37324789855,8032.09241852048,-8.4,0
412,-2.727,-10.94,3.65064699318573,-9.05754314572303,-10.7650637842687,1,1.19160254888742,5336.92690965853,6196.80473269732,-9.7,0
413,-3.911,-9.504,-5.11096514768236,26.9998483898018,-23.0288217967753,2,0.925700725526136,5707.45993704755,10815.5867236597,-12.2,1
414,-3.909,-9.705,16.482730146833,-30.2568513606371,11.8517066674337,1,1.21133828248327,5797.16447064233,6851.58593664347,-9.1,1
415,-3.954,-9.561,-4.09704579449248,-31.023085299137,-21.1781519908748,1,1.11094503365461,4514.12190797362,8777.96738621031,-10.0,1
416,-3.006,-11.09,6.33746040506744,7.11935201839096,13.8255475186544,1,0.930778394434803,5852.98350677676,7335.60215703804,-8.6,0
417,-2.482,-10.123,-3.26887057547732,26.0438004549187,0.274976788243083,1,1.03161794113497,5431.09513468617,6993.30364618569,-8.7,0
418,-3.552,-11.556,2.62897933181154,1.89382314212254,3.73114180759625,1,0.973141731830602,4755.80572917183,8230.79647167938,-10.0,0
419,-3.544,-11.568,-0.440122160053401,3.2957737760545,4.12254593388077,0,0.973659985178503,5534.66687081053,7603.31943558924,-9.4,0
420,-3.863,-9.926,10.3843567470148,16.5819004108915,-23.3152912171476,0,1.1295859716118,4408.84458950446,8726.41307847097,-10.9,1
421,-3.944,-9.662,9.76893628349171,-25.650795215809,-18.1278000783635,1,0.996857193337177,5030.71444257973,7469.28021725596,-7.2,1
423,-2.775,-11.165,1.97567036588081,7.23056330486592,12.8025390973413,0,0.866511878518397,4380.34259800449,8778.25030078173,-10.3,0
424,-2.619,-10.707,-11.4375933486873,-6.00262997692677,-10.4864285254577,1,1.07635841637343,4946.07449741304,9825.66769921975,-10.7,0
425,-4.062,-9.486,-4.28749920315146,33.0142413723191,25.9085667240767,1,1.00596275529149,4978.53184725558,8250.24841337818,-6.8,1
427,-3.964,-9.636,-16.7704903601389,-28.7763165857112,-24.2161613216051,2,0.929864411288938,5457.30004166305,7958.4986092134,-10.7,1
428,-3.571,-11.557,-1.03335292646736,7.79825609708212,-11.3472338441405,2,1.07928017282696,4486.6943652727,8523.85674269854,-10.3,0
429,-2.807,-11.136,3.89750930855887,-10.4683220943287,-9.98973135402163,2,0.993618896232302,4951.42975081257,8199.29661365993,-7.5,0
430,-3.993,-9.563,13.5133007692191,-24.606826258865,-23.6646567857611,1,0.800150451395685,5830.17905704996,11185.254926559,-7.4,1
431,-2.017,-10.31,3.02120221381517,-0.672433963872306,-10.3021059961134,0,1.05866224670269,5407.49529777113,7131.59896165039,-10.0,0
432,-3.859,-9.785,-11.5145143425942,25.1438512678156,-23.2738055688861,2,1.36988561657739,5378.95886635367,8384.93425726661,-9.2,1
433,-3.944,-9.591,-8.3292020434067,-32.8299198472857,-17.3304979091857,2,1.13159567377977,5417.25996404001,7545.18421295119,-9.5,1
434,-3.519,-11.385,2.31687701102628,5.79152844809421,-8.64025761949594,1,1.17915709751507,4967.55589939729,8829.76117645479,-8.6,0
435,-3.953,-9.736,-10.6144916504948,27.2558405441928,24.5657313279695,0,1.24434596785405,5516.47548692078,7900.80040915826,-9.7,1
436,-3.1,-11.487,1.57458805234841,-7.30972842275246,-2.12398152171368,2,0.947226848594794,5449.78471632372,6816.49242792919,-4.7,0
438,-4.024,-9.517,11.0475823632874,-28.0875483964301,20.9631986255648,0,0.935628414797897,5270.01167177466,7881.006088081,-9.1,1
439,-3.992,-9.564,17.5895791739429,28.1031583504782,23.2770016036924,1,1.13216339994909,5745.68573707505,6693.96730857368,-9.4,1
440,-2.713,-11.006,0.546619745984003,1.90573069122793,-15.3136818567666,2,1.14371339737553,4370.80339921856,8365.68899787899,-8.6,0
441,-4.022,-9.488,6.73272725974804,34.6916152576517,22.7586822914763,1,1.09346628379609,4541.96354095371,8705.34823568863,-7.4,1
442,-4.164,-9.424,0.052472270794754,-37.1109299350789,-27.5565674991794,1,1.11818553963135,5309.09239952959,8212.58037432579,-8.2,1
444,-4.02,-9.478,11.6370116256958,25.7788519077873,27.0608804600286,1,0.951809347570278,4954.4027798088,7495.76782708846,-10.7,1
445,-2.33,-10.226,6.18356674114094,21.1599115869676,2.62922145167818,1,0.935040720141919,4811.88601588767,7446.49489415369,-11.5,0
446,-3.095,-11.167,2.64174147844013,1.86922301316195,10.7679594069608,2,1.52495875705667,4318.37336741576,19834.3073286529,-8.1,0
447,-2.921,-11.228,3.41457907056694,-7.08657000330326,10.2733491615641,1,0.960129161033044,5437.73990919361,7129.35693444601,-8.1,0
448,-2.585,-10.935,2.07945655088388,2.33686661918858,12.6005924912795,1,0.981354250384784,5019.42074199986,7588.86945922106,-11.6,0
449,-2.302,-10.731,-3.04354733037395,3.14427734474695,-9.3456685031798,1,0.897200691005966,4983.07898759497,7884.47620853338,-9.1,0
450,-2.609,-11.163,0.793997268379613,-3.81219692641143,11.3698492863259,1,0.932549747236912,6058.38997223907,7389.99010432674,-10.9,0
451,-2.913,-11.216,-1.67000744667668,-8.95941242177321,-3.75394732797267,1,1.10387782214065,6204.64481452656,7004.71690716573,-8.3,0
452,-2.709,-11.018,-2.7927273604202,-6.23149364566372,-9.40729843082794,2,1.52552266035104,5998.70458979911,7616.82616623904,-12.7,0
453,-2.636,-11.04,4.13166960520567,0.896165179102665,-8.53330570138321,0,1.04176207008401,5280.20690542003,7773.9862991252,-9.6,0
454,-2.825,-10.936,6.7572285083251,9.21949506091605,16.2872299770338,1,0.916651375327336,5145.82577343992,8018.3887320637,-9.9,0
455,-3.979,-9.663,-3.90460161117611,-35.6975712157418,-16.0116850753492,2,1.02858554280856,5496.6116660703,7079.06103460849,-7.5,1
456,-2.373,-10.235,3.36518138275034,17.6648707152735,8.67665220242749,2,0.902162161643101,6072.90003862515,7028.29052635693,-11.4,0
457,-2.921,-11.031,1.52458312454082,-7.40163633349977,-6.98259406823798,2,1.28235951367524,5419.91020078489,7007.09186702787,-7.9,0
458,-3.025,-11.109,-6.80615941332847,-6.92629250828544,-1.79583769683508,3,1.50297985426881,4776.608799934,7386.80154873993,-10.4,0
460,-3.935,-9.585,20.2658117327706,21.2668868527995,25.0666704140392,2,1.02675051550497,5239.42326130205,6751.04038510365,-8.1,1
461,-2.979,-11.427,7.41744004983821,-5.54102185463415,-8.71214854088405,1,0.885233912674364,5086.79577621088,8686.64803252687,-9.0,0
462,-4.03,-9.565,16.9164861927188,-30.3319403596308,14.109300244808,1,0.973055808671162,4505.72267806627,8228.30745941775,-10.2,1
463,-3.979,-9.654,14.8233109306648,-33.3114762750269,-17.5472027403965,2,0.866825962181856,4824.41561495778,7897.44391185563,-11.2,1
464,-4.024,-9.53,10.6279173830941,31.4744940686194,15.417234064169,2,1.00333354828859,5391.08205392822,7802.24934771612,-9.6,1
465,-2.409,-10.112,-5.97863234494555,24.0637538924693,-2.47406835296042,1,1.0401757130901,5283.34271983201,7556.31328692547,-9.9,0
466,-3.984,-9.566,-6.41817346837314,-33.2970039438712,-16.2473588615591,2,0.947679636888335,5417.13943899372,11739.3194280396,-11.8,1
467,-3.106,-11.117,7.1864332202043,4.67263385358618,0.565257487270016,2,0.826678993773373,5455.12556639575,12738.273717571,-11.4,0
469,-4.106,-9.518,-2.62177961137245,33.7684717223511,18.3978051388869,1,0.850318839246047,5439.80120553041,12569.8144831988,-10.6,1
470,-4.054,-9.68,2.56352170589953,35.1357313428816,23.7565035197689,3,0.919448476080625,4458.29835224852,8849.59968572098,-6.8,1
471,-4.038,-9.476,1.68360072974095,-29.1487753630283,-29.291862602219,1,0.906211625350955,5082.48794179496,7862.91855126602,-10.1,1
472,-3.601,-11.616,2.46033933251198,-0.249445112659838,-7.22259945391878,1,1.04023750844214,5081.97422271831,7761.8158599448,-11.4,0
473,-3.882,-9.202,-1.3336008473004,38.4782938142729,12.1515201031464,1,0.965619784064211,5107.32073432169,7763.00706804729,-12.9,1
