r_mopac_Alpha_LUMO_Energy,r_mopac_Alpha_SOMO_Energy,r_mopac_Beta_LUMO_Energy,r_mopac_Beta_SOMO_Energy,r_mopac_Dipole,r_mopac_Dipole_X,r_mopac_Dipole_Y,r_mopac_Dipole_Z,r_mopac_Ionization_Energy,r_mopac_MOPAC_Heat_of_Formation,r_mopac_MOPAC_Total_Energy_EV,i_desc_Chirality_count,PBF,PMI1,PMI2,PMI3,NPR1,NPR2,RadiusOfGyration,InertialShapeFactor,Eccentricity,Asphericity,SpherocityIndex,FEBo
-3.893,-10.03,-3.893,-9.952,29.9240216542674,14.6199157572748,21.9159326123546,-14.1914422433375,9.95235825006566,-207.238972632418,-7564.6507,0,1.12282140329593,4152.87760118969,9273.33436888606,11759.1004877202,0.353162863564817,0.788609160927746,4.51937885314606,0.000189894631304,0.935561858884114,0.284574310221275,0.226182578158228,-8
-2.698,-9.681,-2.698,-10.003,24.2656021328968,7.42107369761129,22.3613542680986,-5.80662960272637,9.68139739686964,-243.531503773469,-7566.1569,1,1.04193924551399,6016.6218096528,6079.56615645769,10989.552487551,0.547485606576649,0.553213259897945,4.32336846053902,9.19474877098631E-05,0.836815099404521,0.183288630681299,0.175917189465838,-9.2
-3.671,-11.963,-4.119,-10.636,5.18015298479554,1.88501972625142,-0.894903100512322,4.74129033262282,10.6364878294542,-217.582394941332,-7565.1504,2,1.31844499607792,5064.20726032807,8285.73678306994,11207.9948861075,0.451838826818636,0.7392702144556,4.45909066894776,0.000145979454721,0.892099587814701,0.187911419928463,0.30969711205565,-9.2
-3.999,-9.558,-3.999,-9.71,32.4716139076116,18.1758109754559,-23.4639752944227,13.1714641757178,9.55812287333969,-220.74601455743,-7565.3214,2,0.9334070967945,5010.96886794704,11947.1216277434,15979.1121177074,0.313594950147079,0.747671180960303,5.16408879637408,0.000149206910014,0.949556847820209,0.340444748996988,0.110008310949354,-8.6
-3.63,-9.726,-3.63,-10.416,31.2447497297805,-9.5423339609435,-25.2513749071495,-15.7336045950386,9.72604810177977,-246.437545395398,-7566.4376,2,0.857776157264087,3852.8673599063,10041.8223971077,13115.1060293892,0.293773252863724,0.765668411266012,4.67258104243988,0.000198726906416,0.95587513614586,0.366091791780251,0.118854888687366,-9.1
-3.967,-9.522,-3.967,-9.931,37.064117755166,-12.1544310280112,-28.1330719907861,-20.8458363160458,9.5220009884377,-225.315639118431,-7565.4729,1,0.925206851040178,4323.34112904032,21383.191231166,24752.6213683664,0.17466195053448,0.863875826036493,6.38654789680388,0.000199816715881,0.984628459387342,0.565366349449411,0.076290832876071,-9.2
-2.696,-10.817,-2.697,-11.222,15.0025930104277,-1.88600510835429,-4.87564054155343,14.0623223927399,10.8167295237633,-255.77659723445,-7566.337,1,1.27427514238774,4377.09435258644,8820.80215832368,10899.4571986034,0.401588287639435,0.809288205604767,4.42068687084542,0.000184891651953,0.915820313833902,0.22941475937111,0.302848306523962,-9.1
-3.956,-9.557,-3.956,-9.974,39.0372894105306,-4.40951415897452,-32.0905037520154,-21.7868244208561,9.55698501469408,-228.645949536789,-7565.6054,2,1.16831412204069,3455.37444599161,22919.9564770188,24107.989952549,0.14332901468736,0.950720343012064,6.39328851375649,0.000275142494069,0.989675094942148,0.633149781995063,0.158867321293846,-10.4
-2.522,-10.49,-2.549,-10.912,11.9404153889957,5.21067951814362,-10.6564902141165,1.36438811831629,10.490446383973,-275.452373996988,-7567.4153,2,1.19010040048264,3340.20705686533,33963.4154227622,34624.5596100416,0.096469300822432,0.98090534017687,7.63132391377501,0.000293666028326,0.995335960366564,0.741033413504183,0.103288812957393,-9.9
-2.262,-10.687,-2.229,-10.864,17.2837730568956,-3.78599732981342,4.22708015950021,-16.3256494090152,10.6872459446252,-259.131471734756,-7566.7892,1,1.05118053859642,4467.18147437519,16322.0734176055,19555.2393103603,0.228439110535891,0.83466497947474,5.71068663872437,0.000186843759149,0.973558202049354,0.465253280462024,0.117894946739462,-10.4
-2.443,-9.82,-2.443,-10.113,24.285509349272,-1.83915859719817,-24.0093123740518,3.15537308937197,9.81970269662231,-251.075207407732,-7566.5535,3,0.894205222192537,4013.55462931631,23663.6022050323,26883.4059550885,0.149294871193827,0.880230810209272,6.64645037294353,0.000219314520794,0.988792719145534,0.617780578431851,0.069685852886594,-8.7
-2.834,-11.096,-2.844,-11.389,11.9114062177272,2.57569463706177,8.90261866059833,7.48269845739414,11.0962272329641,-266.337550455559,-7566.7881,1,1.27697013336694,5152.64845985193,8457.46089369084,11348.5711300103,0.454034997077842,0.745244559583875,4.49899891254732,0.000144633301765,0.890983850262463,0.185154771003317,0.279234197683103,-9.4
-3.006,-11.486,-3.71,-10.375,4.57710808552544,-1.7907567915586,4.05828321142093,-1.12847060926203,10.3746679095791,-211.277106632217,-7565.3158,1,1.07288343429607,4916.79303471654,7558.37146957042,11268.7264424062,0.436321980114255,0.670738748358194,4.38098873828147,0.000136417934134,0.899790603234539,0.216724810565334,0.192520793397059,-9.6
-4.09,-9.264,-4.09,-9.588,41.6627672852772,-4.52554679483395,33.7399351995611,24.0192084966252,9.26375008516939,-209.146469647647,-7565.1004,0,0.939907383440273,4986.1053555703,9027.08045609486,13104.7899476829,0.380479609018984,0.688838240989201,4.6819290317289,0.000138151561563,0.924789309583951,0.268893943981879,0.136207387204299,-8.6
-4.081,-9.397,-4.081,-9.625,41.6680968308561,3.75691771511452,25.9666733446829,32.3704763356672,9.39677131037232,-215.675043004652,-7565.3223,3,0.959535476532584,5868.87905639063,7387.10934152852,11859.1821330325,0.494880590461924,0.62290209043611,4.50939637446622,0.000106136467365,0.868960989448926,0.184498387689653,0.164211661294129,-9.2
-4.019,-9.596,-4.019,-9.774,37.9363181391338,12.3679610222101,32.351905382816,-15.4774672413798,9.5961657434004,-225.257705616066,-7565.4956,3,0.9371882783389,5691.21990870896,12332.0995878822,16814.9797150107,0.338461300885687,0.733399611352095,5.30670156494917,0.000128865098013,0.940980312122824,0.309688442328714,0.104643345222224,-9.1
-2.365,-10.853,-2.356,-10.835,10.2018022103661,5.20016554975314,-6.78875160749587,-5.56308351602903,10.8345554626058,-259.652726953122,-7566.7214,1,1.08294260165035,5689.533959146,8010.18180116426,12115.2160245988,0.469618861735025,0.661167063377192,4.56805877582637,0.000116207595934,0.882869256856699,0.19065150693668,0.201213984914255,-9.3
-3.85,-10.146,-3.85,-8.909,38.3201921025317,-18.0177181030932,-23.4408841871977,-24.378759313279,8.90945894646284,-208.06119670617,-7564.7263,1,0.99575961634883,5484.14080479285,8203.76913390964,12127.4789121141,0.452207820317443,0.67646121616546,4.56809921549721,0.000123348622919,0.891912600675507,0.200847458564986,0.1656620383078,-9.5
-3.973,-9.535,-3.973,-9.84,38.3809959118912,11.9712229597994,26.3242056673086,25.2354287465186,9.53468378583977,-225.172999562026,-7565.5364,3,0.824105934619868,2213.75881331998,30241.2245987492,31462.0721322892,0.070362778523034,0.961196213383318,7.19380606646469,0.000434191930756,0.997521468139167,0.804081443042363,0.049395830312522,-9.8
-2.396,-10.907,-2.508,-11.346,15.2461729363183,0.841283819166049,-13.635422361916,6.76855137765039,10.9068306999517,-281.85079108362,-7567.9828,1,1.2737091182848,5039.43028361593,7307.15511114417,10392.0363646016,0.484931933146592,0.70314949397546,4.29074212849035,0.000139529560764,0.874551896810423,0.167526876156618,0.278313261573208,-9.5
-3.734,-10.699,-3.734,-10.702,29.2429140947025,-4.41375075926811,-18.2766492599181,-22.3971185828701,10.6987734229526,-237.744383825018,-7566.0377,1,0.928465596733411,5286.08044408064,7598.25387743384,11816.8328074066,0.447334791837575,0.643002571101066,4.47207504473059,0.000121640708631,0.894366582566474,0.21566347028734,0.14345252119506,-9.9
-4.076,-9.682,-4.076,-9.523,43.3271595577172,-1.6046764675124,-33.1029262841682,27.9081357349326,9.52277588509805,-228.98167619342,-7565.6562,2,1.00487712184068,5510.65725842866,6628.98425841566,10861.2945443379,0.507366523938109,0.610330953769358,4.31542030817872,0.000110754656867,0.861730358283239,0.180674990911084,0.176824442468988,-8.2
-4.058,-9.65,-4.058,-9.611,43.2385588712814,-6.03488032604252,37.9584794712209,19.8067420074206,9.6113076649704,-228.7834029441,-7565.6083,3,1.51121095211264,5158.04619218983,7066.33578726222,9596.03572902511,0.537518443849506,0.736380729168056,4.20321761663055,0.000142763500312,0.843251992302186,0.124909847397355,0.429423953024213,-7
-2.984,-11.254,-3.016,-11.259,15.6960244479664,-3.38348705142252,6.25046689864163,13.9946011873508,11.2544226860404,-243.72869176144,-7565.6483,1,0.960959312864262,4832.38911015083,7845.99536867246,11489.3133790376,0.420598598952621,0.682895061682935,4.4235199171798,0.000141316240501,0.907246834416683,0.228292361403654,0.160959552747894,-10
-2.301,-9.968,-2.301,-9.884,20.0912778293519,-10.5799805270517,-16.2904731199124,-5.13263503405679,9.8843177207406,-252.959490499372,-7566.5707,1,0.951993108126572,5423.37324789855,8032.09241852048,12286.6792646256,0.44140268750344,0.653723617710566,4.56533563119287,0.000120538194188,0.897309125923024,0.2173425556892,0.151225337285479,-9.2
-2.727,-10.94,-2.717,-10.973,14.5345419461662,3.65064699318573,-9.05754314572303,-10.7650637842687,10.9397205811008,-259.213181746134,-7566.5471,1,1.19160254888742,5336.92690965853,6196.80473269732,9492.80802273334,0.562207399209768,0.652789429414061,4.12604774398308,0.000122315602305,0.82699627585243,0.130619188225522,0.284197476842528,-7.9
-3.911,-9.504,-3.911,-9.783,35.8530390784483,-5.11096514768236,26.9998483898018,-23.0288217967753,9.50439532149456,-187.834944523085,-7563.9516,2,0.925700725526136,5707.45993704755,10815.5867236597,15739.3285756963,0.362624104935498,0.687169511179816,5.11508961181789,0.000120398481769,0.931935490535546,0.290095608114609,0.112214587445397,-9.4
-3.909,-9.705,-3.909,-9.52,36.4365256066478,16.482730146833,-30.2568513606371,11.8517066674337,9.51953854980278,-232.136567913083,-7565.7666,1,1.21133828248327,5797.16447064233,6851.58593664347,10726.7139999019,0.540441785871734,0.638740432224268,4.35041281551397,0.000110181526755,0.841381409399905,0.14797938484836,0.281038802351472,-9.1
-3.954,-9.561,-3.954,-9.908,37.7853374666456,-4.09704579449248,-31.023085299137,-21.1781519908748,9.56091859793877,-223.714607243659,-7565.4541,1,1.11094503365461,4514.12190797362,8777.96738621031,11954.1785006002,0.377618747097256,0.734301180609738,4.52115022816317,0.000162667556521,0.925961166486315,0.262398944664536,0.189549124709206,-9.1
-3.006,-11.09,-3.024,-10.992,16.7926871506062,6.33746040506744,7.11935201839096,13.8255475186544,10.99179882243,-242.304909619968,-7565.8012,1,0.930778394434803,5852.98350677676,7335.60215703804,12247.0458029551,0.477909824209566,0.598969112638415,4.53807435733921,0.000102335691181,0.878408902461708,0.20775099111424,0.133540796842276,-6.9
-2.482,-10.123,-2.483,-9.964,26.2495841721144,-3.26887057547732,26.0438004549187,0.274976788243083,9.96396934735693,-254.840039269475,-7566.4541,1,1.03161794113497,5431.09513468617,6993.30364618569,11268.724260577,0.481961844934527,0.620594087180866,4.37987282635141,0.000114266841547,0.876192204956942,0.195230270977778,0.176549358191054,-9.8
-3.552,-11.556,-4.199,-10.628,4.94161083141153,2.62897933181154,1.89382314212254,3.73114180759625,10.6283283516665,-217.272398996021,-7565.1573,1,0.973141731830602,4755.80572917183,8230.79647167938,11910.4231178918,0.399297798415548,0.691058276453262,4.48976981815372,0.000145308348534,0.916821284755375,0.247809283476116,0.156804294074688,-9
-3.544,-11.568,-4.253,-10.666,5.29633998867666,-0.440122160053401,3.2957737760545,4.12254593388077,10.6656595094743,-214.499281151133,-7565.0199,0,0.973659985178503,5534.66687081053,7603.31943558924,11958.0701085333,0.462839473307734,0.635831648968463,4.50768009045539,0.000114881647588,0.886442114268168,0.204833445976002,0.16586283365372,-8.1
-3.863,-9.926,-3.863,-10.183,30.4367720171899,10.3843567470148,16.5819004108915,-23.3152912171476,9.92600429860345,-221.167360819236,-7565.2918,0,1.1295859716118,4408.84458950446,8726.41307847097,11468.0086385774,0.384447267913061,0.760935342263003,4.4632039153049,0.00017259291563,0.923146953737152,0.251071999744926,0.225416881937582,-9.6
-3.944,-9.662,-3.944,-9.846,32.8939591261892,9.76893628349171,-25.650795215809,-18.1278000783635,9.66186918125038,-217.668304001854,-7565.2597,1,0.996857193337177,5030.71444257973,7469.28021725596,11197.7238531174,0.449262234769183,0.667035579304496,4.37672702423846,0.000132592614214,0.893399935309041,0.20613165736025,0.180910413828092,-9.5
-4.006,-9.686,-4.006,-10.057,38.1048174637781,-14.9668773812329,25.4445383210522,24.0945048720967,9.68558895749026,-210.835912471637,-7564.9666,1,0,0,0,0,0,0,0,0,0,0,0,-8.6
-2.775,-11.165,-2.809,-11.356,14.8354078622478,1.97567036588081,7.23056330486592,12.8025390973413,11.1649612666461,-267.98142676361,-7566.7528,0,0.866511878518397,4380.34259800449,8778.25030078173,12248.7420938477,0.35761570979641,0.716665452952177,4.53554941044855,0.00016360945221,0.933868836671837,0.289056217302514,0.123404295736066,-8.2
-2.619,-10.707,-2.624,-10.991,16.6377670217301,-11.4375933486873,-6.00262997692677,-10.4864285254577,10.7069131008085,-259.700324910926,-7566.7209,1,1.07635841637343,4946.07449741304,9825.66769921975,13410.117937684,0.368831543495526,0.732705539569376,4.77288554403711,0.00014813879976,0.92949625740113,0.272718191309991,0.178080136498602,-9.9
-4.062,-9.486,-4.062,-9.669,42.1850282979958,-4.28749920315146,33.0142413723191,25.9085667240767,9.48646105941913,-223.885152319679,-7565.4361,1,1.00596275529149,4978.53184725558,8250.24841337818,11982.4384884569,0.415485700348187,0.688528334305738,4.51801081290217,0.000138299473706,0.909599710205636,0.23186732774688,0.165072345984439,-9.8
-2.438,-10.221,-2.438,-10.199,22.9384170573171,-6.29061840555889,-21.740008369325,-3.73779791758988,10.1990928700812,-260.61111528243,-7566.6804,2,0,0,0,0,0,0,0,0,0,0,0,-9.9
-3.964,-9.636,-3.964,-9.843,41.1794634777409,-16.7704903601389,-28.7763165857112,-24.2161613216051,9.6358462235955,-227.512010458013,-7565.5163,2,0.929864411288938,5457.30004166305,7958.4986092134,12448.280795551,0.438397890543528,0.639325119662932,4.57613532056718,0.000117150443403,0.898781002006042,0.225092703780493,0.154598697712637,-9.1
-3.571,-11.557,-3.882,-10.496,13.807256510253,-1.03335292646736,7.79825609708212,-11.3472338441405,10.4963602200142,-203.319031982537,-7564.6624,2,1.07928017282696,4486.6943652727,8523.85674269854,11533.7684460013,0.389005066841638,0.739034842133815,4.45785403315349,0.00016471700142,0.921235614797611,0.249058963949096,0.196108880587055,-8.4
-2.807,-11.136,-2.806,-11.185,14.9856958065496,3.89750930855887,-10.4683220943287,-9.98973135402163,11.1362026612838,-263.275943487679,-7566.5573,2,0.993618896232302,4951.42975081257,8199.29661365993,11860.9174270249,0.417457568630467,0.691286880977516,4.50009273091278,0.000139613589563,0.908696417068505,0.229217237139409,0.166315406857803,-9
-3.993,-9.563,-3.993,-9.946,36.7167696972544,13.5133007692191,-24.606826258865,-23.6646567857611,9.56317797677855,-227.57888718028,-7565.5882,1,0.800150451395685,5830.17905704996,11185.254926559,16372.7432453822,0.356090544490417,0.683163154696982,5.20357037621055,0.000117177045167,0.934451456269676,0.299133409858769,0.081190098804084,-8.6
-2.017,-10.31,-2,-10.489,10.7570078650006,3.02120221381517,-0.672433963872306,-10.3021059961134,10.3101478570747,-262.557841127797,-7567.085,0,1.05866224670269,5407.49529777113,7131.59896165039,11235.1045649744,0.481303513153681,0.634760354957734,4.38736019631539,0.000117385280986,0.876554007592188,0.190272927870373,0.188500623564442,-8.1
-3.859,-9.785,-3.859,-9.925,36.1450871181984,-11.5145143425942,25.1438512678156,-23.2738055688861,9.78462079297689,-230.213530562556,-7565.5907,2,1.36988561657739,5378.95886635367,8384.93425726661,10707.9317037311,0.502334065548756,0.783058249647309,4.45126574918701,0.000145578032683,0.864673630099391,0.143036524262389,0.339261209124753,-9
-3.944,-9.591,-3.944,-9.842,38.0463585858014,-8.3292020434067,-32.8299198472857,-17.3304979091857,9.59097066297276,-231.750595995167,-7565.7985,2,1.13159567377977,5417.25996404001,7545.18421295119,11263.7738954292,0.480945375354019,0.669862897018288,4.42887228503909,0.000123653452385,0.876750560835624,0.179031633552161,0.236559267995969,-9.1
-3.519,-11.385,-3.628,-10.569,10.6566304515341,2.31687701102628,5.79152844809421,-8.64025761949594,10.5688394685298,-210.197637568403,-7565.0084,1,1.17915709751507,4967.55589939729,8829.76117645479,11599.1217173969,0.428270003576797,0.761243945152457,4.53457674742735,0.000153243156306,0.903650819750821,0.206405609910684,0.245208455559748,-9
-3.953,-9.736,-3.953,-9.907,38.1971652409818,-10.6144916504948,27.2558405441928,24.5657313279695,9.73640557512485,-220.51000920884,-7565.3304,0,1.24434596785405,5516.47548692078,7900.80040915826,11055.2241719531,0.498992639237112,0.714666684842308,4.45132715970712,0.000129551320682,0.866606223141273,0.154659808125025,0.283953575057181,-8.4
-3.1,-11.487,-3.126,-11.584,7.7732074881335,1.57458805234841,-7.30972842275246,-2.12398152171368,11.4873084014728,-290.532354422321,-7567.9347,2,0.947226848594794,5449.78471632372,6816.49242792919,11219.1743103078,0.485756310187341,0.607575231420233,4.36063566117727,0.000111486097717,0.874094278160646,0.197754435530579,0.150480404240639,-8.7
-3.831,-10.334,-3.831,-10.35,36.6609874827444,-4.39730348464767,31.4307418535803,18.3521168208857,10.3337178670579,-204.034614871634,-7564.802,2,1.0203311510601,3094.60755380997,24965.9987081244,26820.9644934396,0.115380174138291,0.930838960479258,6.66597394812379,0.000300793862968,0.993321405898321,0.693720609759221,0.090223935067726,-9.2
-4.024,-9.517,-4.024,-9.858,36.7479951508964,11.0475823632874,-28.0875483964301,20.9631986255648,9.51738066741415,-230.074316664774,-7565.6562,0,0.935628414797897,5270.01167177466,7881.006088081,12196.6454477907,0.432086977877124,0.646161776352085,4.53022017333429,0.000122611071207,0.901831937529944,0.228544217479905,0.147323217755099,-8.8
-3.992,-9.564,-3.992,-9.653,40.509253368172,17.5895791739429,28.1031583504782,23.2770016036924,9.56359039894706,-211.413593293983,-7565.1911,1,1.13216339994909,5745.68573707505,6693.96730857368,10430.3175835968,0.550863930175147,0.641779816858209,4.30311694602801,0.000111697688705,0.834595069738607,0.140737379670459,0.241771824569534,-9.6
-2.713,-11.006,-2.658,-11.184,15.4414848581492,0.546619745984003,1.90573069122793,-15.3136818567666,11.0064141779175,-265.14202648832,-7566.8892,2,1.14371339737553,4370.80339921856,8365.68899787899,11329.7572080222,0.385780852931585,0.738382018632807,4.41422589388913,0.00016893507925,0.92259044733369,0.252672044332835,0.204044739677449,-8.7
-4.022,-9.488,-4.022,-9.694,42.0332654594364,6.73272725974804,34.6916152576517,22.7586822914763,9.48751729717626,-224.587290374562,-7565.5131,1,1.09346628379609,4541.96354095371,8705.34823568863,11519.7206829667,0.394277228237796,0.755690912589623,4.47803343942833,0.000166379783936,0.918991549086889,0.241091777892391,0.201944310382264,-10
-4.164,-9.424,-4.164,-9.727,46.2232440047469,0.052472270794754,-37.1109299350789,-27.5565674991794,9.42425867435147,-224.334920400754,-7565.465,1,1.11818553963135,5309.09239952959,8212.58037432579,12069.2963994303,0.43988416754602,0.680452290053414,4.54820005545925,0.00012816734742,0.898054519025624,0.210734771852843,0.206050984851253,-8.6
-2.913,-11.782,-3.293,-11.768,6.04355182453153,0.247487335077815,-5.75432588088454,-1.83057431735421,11.7676899307681,-285.921392770862,-7567.8791,3,1.38443837531618,5478.57752410305,7641.24937562404,10505.3115042178,0.521505480527964,0.727370090125946,4.37358454656959,0.000132766231184,0.853247932185773,0.136695331768302,0.336673563704503,-7.5
-4.02,-9.478,-4.02,-9.887,39.1440991278656,11.6370116256958,25.7788519077873,27.0608804600286,9.47848816432017,-227.930716807372,-7565.6571,1,0.951809347570278,4954.4027798088,7495.76782708846,11120.072695031,0.445536905709497,0.674075433916715,4.36850038590413,0.000136055840406,0.895263573284877,0.207394283514875,0.154652219562165,-9.2
-2.33,-10.226,-2.33,-10.06,22.2011522550609,6.18356674114094,21.1599115869676,2.62922145167818,10.0595979798162,-260.020490786876,-7566.6529,1,0.935040720141919,4811.88601588767,7446.49489415369,11279.1046951401,0.426619500922001,0.660202657517862,4.36546368059577,0.00013720247224,0.90443120326151,0.229073877647509,0.144410716175277,-10.1
-3.095,-11.167,-3.012,-11.167,11.243742370839,2.64174147844013,1.86922301316195,10.7679594069608,11.1672204849502,-284.806911163905,-7567.7889,2,1.52495875705667,4318.37336741576,19834.3073286529,20790.7218395536,0.207706755000695,0.953998013234869,6.0323053900974,0.000220916056132,0.978191138749008,0.507940793383057,0.233391000156923,-8.9
-2.921,-11.228,-2.876,-11.456,12.9391084560058,3.41457907056694,-7.08657000330326,10.2733491615641,11.2278609489832,-269.222411238035,-7566.9488,1,0.960129161033044,5437.73990919361,7129.35693444601,11282.7232044033,0.481952788407628,0.631882640856035,4.39433233736323,0.00011620317474,0.876197186565965,0.190838682726265,0.152202051881182,-8.7
-2.585,-10.935,-2.546,-11.185,12.9830665204404,2.07945655088388,2.33686661918858,12.6005924912795,10.9354718211233,-265.068850012263,-7566.7408,1,0.981354250384784,5019.42074199986,7588.86945922106,11498.8330175615,0.436515665053486,0.659968663570555,4.4179728179859,0.000131483033101,0.899696656747657,0.219813447830898,0.156916098628976,-9.2
-2.302,-10.731,-2.32,-10.811,10.3194563880198,-3.04354733037395,3.14427734474695,-9.3456685031798,10.7307831077492,-273.471501881752,-7567.2994,1,0.897200691005966,4983.07898759497,7884.47620853338,11936.268366322,0.417473772762572,0.660547833423328,4.48135823520898,0.000132558170374,0.90868897267183,0.237901299054564,0.139463659989352,-8.6
-2.609,-11.163,-2.704,-11.308,12.0181841332915,0.793997268379613,-3.81219692641143,11.3698492863259,11.162646342483,-265.489390229021,-7566.6698,1,0.932549747236912,6058.38997223907,7389.99010432674,12500.4488936741,0.484653793137375,0.591177978261761,4.58362656165659,9.75800470043482E-05,0.874706065371422,0.206106553412184,0.144526947596553,-9.5
-2.913,-11.216,-2.925,-11.129,9.85657731449273,-1.67000744667668,-8.95941242177321,-3.75394732797267,11.1287910477718,-273.041132203944,-7566.9262,1,1.10387782214065,6204.64481452656,7004.71690716573,11324.2553307858,0.547907534163308,0.618558722190137,4.45324904401096,9.96928495797121E-05,0.8365389016699,0.151218019452526,0.232110353324313,-9.3
-2.709,-11.018,-2.699,-11.128,11.6244614039638,-2.7927273604202,-6.23149364566372,-9.40729843082794,11.01751767686,-259.896270362428,-7566.638,2,1.52552266035104,5998.70458979911,7616.82616623904,10029.8372125935,0.59808593725401,0.759416728785523,4.37545663676124,0.000126596787259,0.801431975690384,0.088323443584472,0.420616999542334,-9.3
-2.636,-11.04,-2.675,-11.259,9.52318811890617,4.13166960520567,0.896165179102665,-8.53330570138321,11.0398308757183,-272.892482634721,-7566.9627,0,1.04176207008401,5280.20690542003,7773.9862991252,11210.3140142883,0.471013291749906,0.693467309588003,4.43237078381503,0.000131333359092,0.882126112863075,0.180694626026965,0.193792429442509,-8.3
-2.825,-10.936,-2.84,-10.755,19.8980674090919,6.7572285083251,9.21949506091605,16.2872299770338,10.7545069221698,-252.451254057552,-7566.3611,1,0.916651375327336,5145.82577343992,8018.3887320637,12224.0095908275,0.420960547781409,0.655954060939258,4.53384331415656,0.000127473041222,0.907078947617888,0.235941802411788,0.122909166769847,-7.7
-3.979,-9.663,-3.979,-9.683,39.3183998071783,-3.90460161117611,-35.6975712157418,-16.0116850753492,9.66250207768075,-229.604858100851,-7565.7012,2,1.02858554280856,5496.6116660703,7079.06103460849,11341.1229007309,0.48466203163322,0.624194014699572,4.40049813872268,0.000113559780574,0.874701500566427,0.191700601933369,0.19485474042488,-9.5
-2.373,-10.235,-2.374,-10.232,19.96638165938,3.36518138275034,17.6648707152735,8.67665220242749,10.231649516447,-264.268724715279,-7566.7778,2,0.902162161643101,6072.90003862515,7028.29052635693,12243.2006727387,0.496022257655823,0.57405663063307,4.52992777512748,9.45275942271282E-05,0.868309806411295,0.206061766566402,0.125379475938343,-9.1
-2.921,-11.031,-2.861,-11.166,10.2890813019827,1.52458312454082,-7.40163633349977,-6.98259406823798,11.0305544405825,-277.418313495029,-7567.2244,2,1.28235951367524,5419.91020078489,7007.09186702787,10161.54156728,0.533374799965086,0.689569768586154,4.27655893408352,0.000127229002519,0.845879023715687,0.137004581256075,0.303145017504876,-8.9
-3.025,-11.109,-3.032,-11.209,9.87534135629471,-6.80615941332847,-6.92629250828544,-1.79583769683508,11.1089539418266,-266.120243095793,-7566.7836,3,1.50297985426881,4776.608799934,7386.80154873993,8974.30432185801,0.532253936196479,0.82310575659313,4.13694132512025,0.000172320110578,0.84658475500292,0.120652368277854,0.434281178612329,-8.6
-2.625,-11.117,-2.631,-11.091,16.8534276582062,-1.90330119812078,-11.3937464668013,-12.2718380787018,11.0912382874177,-264.1509516972,-7566.6662,1,0,0,0,0,0,0,0,0,0,0,0,-8.3
-3.935,-9.585,-3.935,-9.46,38.617632853969,20.2658117327706,21.2668868527995,25.0666704140392,9.45981173535239,-218.822907653725,-7565.4435,2,1.02675051550497,5239.42326130205,6751.04038510365,10809.5359892877,0.484703808423818,0.624544882573496,4.296529180224,0.000119201074513,0.874678351223721,0.191530202722011,0.18763696603501,-10
-2.979,-11.427,-2.92,-11.232,12.7130984533632,7.41744004983821,-5.54102185463415,-8.71214854088405,11.2324064803998,-276.049015452358,-7567.1133,1,0.885233912674364,5086.79577621088,8686.64803252687,12983.9297987654,0.391776284611042,0.669030730076258,4.6544898435549,0.000131523017536,0.920060510410249,0.261999776705233,0.104379286496798,-7.1
-4.03,-9.565,-4.03,-9.662,37.4868838993958,16.9164861927188,-30.3319403596308,14.109300244808,9.56491252405632,-225.283878852701,-7565.5164,1,0.973055808671162,4505.72267806627,8228.30745941775,11688.8028923807,0.38547340728992,0.703947832397903,4.44680787230019,0.000156234167679,0.92271894543913,0.25962307523982,0.152545699372419,-7.8
-3.979,-9.654,-3.979,-9.833,40.4634319179852,14.8233109306648,-33.3114762750269,-17.5472027403965,9.6543134022839,-227.880842215323,-7565.587,2,0.866825962181856,4824.41561495778,7897.44391185563,11882.0759654593,0.406024639884659,0.664651861746479,4.46326461236803,0.000137768367154,0.913862129539534,0.24822305496407,0.119569671261251,-9.4
-4.024,-9.53,-4.024,-9.721,36.6235922728342,10.6279173830941,31.4744940686194,15.417234064169,9.5298763979128,-227.068655831827,-7565.6415,2,1.00333354828859,5391.08205392822,7802.24934771612,11984.7463650723,0.449828631304178,0.651014974372302,4.51504029891653,0.00012075775658,0.893114887603499,0.210694644894703,0.166888667598881,-7.9
-2.409,-10.112,-2.409,-10.073,24.9184532089872,-5.97863234494555,24.0637538924693,-2.47406835296042,10.0729919164153,-258.674467550416,-7566.6837,1,1.0401757130901,5283.34271983201,7556.31328692547,11163.4461479116,0.473271662695341,0.676879987309213,4.40843084466119,0.000128115858312,0.880916530262424,0.183124250713443,0.20226173259965,-8.7
-3.984,-9.566,-3.984,-9.79,37.6013309908651,-6.41817346837314,-33.2970039438712,-16.2473588615591,9.56613908025281,-228.926639619283,-7565.6378,2,0.947679636888335,5417.13943899372,11739.3194280396,16058.3116405116,0.337341780397851,0.731043193757922,5.18580251135418,0.000134950041805,0.941382240749212,0.311557163077281,0.117635831466248,-9.9
-3.106,-11.117,-3.092,-11.263,8.59056724466146,7.1864332202043,4.67263385358618,0.565257487270016,11.1170548468621,-261.85239124854,-7566.6763,2,0.826678993773373,5455.12556639575,12738.273717571,17446.7049982026,0.31267368634695,0.730124898591643,5.37179992366815,0.000133841996798,0.949860603386734,0.344841147069827,0.087382540186904,-10.2
